CVE,Module,Type,Rank,Has_Check,Has_Vulhub,Success_Probability,Platform
CVE-2014-7205,exploits/multi/http/bassmaster_js_injection,exploits,Excellent,True,False,0.99,"linux, bsd"
CVE-2014-7228,exploits/unix/webapp/joomla_akeeba_unserialize,exploits,Excellent,True,False,0.99,php
CVE-2014-7236,exploits/unix/http/twiki_debug_plugins,exploits,Excellent,True,False,0.99,unix
CVE-2014-7285,exploits/linux/http/symantec_web_gateway_restore,exploits,Excellent,True,False,0.99,unix
CVE-2014-8420,exploits/unix/sonicwall/sonicwall_xmlrpc_rce,exploits,Excellent,True,False,0.99,unix
CVE-2014-8516,exploits/multi/http/visual_mining_netcharts_upload,exploits,Excellent,True,False,0.99,
CVE-2014-8739,exploits/unix/webapp/wp_creativecontactform_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2014-8741,exploits/windows/http/lexmark_markvision_gfd_upload,exploits,Excellent,True,False,0.99,win
CVE-2014-8791,exploits/unix/webapp/tuleap_unserialize_exec,exploits,Excellent,True,False,0.99,php
CVE-2014-8998,exploits/multi/http/x7chat2_php_exec,exploits,Excellent,True,False,0.99,php
CVE-2014-9312,exploits/unix/webapp/wp_photo_gallery_unrestricted_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2014-9567,exploits/unix/webapp/projectsend_upload_exec,exploits,Excellent,True,False,0.99,php
CVE-2014-9727,exploits/linux/http/fritzbox_echo_exec,exploits,Excellent,True,False,0.99,linux
CVE-2014-9735,exploits/unix/webapp/wp_revslider_upload_execute,exploits,Excellent,True,False,0.99,php
CVE-2015-0779,exploits/multi/http/zenworks_configuration_management_upload,exploits,Excellent,True,False,0.99,java
CVE-2015-0923,exploits/windows/http/ektron_xslt_exec_ws,exploits,Excellent,True,False,0.99,win
CVE-2015-0925,exploits/windows/local/ipass_launch_app,exploits,Excellent,True,False,0.99,win
CVE-2015-0925,exploits/windows/smb/ipass_pipe_exec,exploits,Excellent,True,False,0.99,win
CVE-2015-10135,exploits/unix/webapp/wp_wpshop_ecommerce_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-10137,exploits/unix/webapp/wp_nmediawebsite_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-10138,exploits/unix/webapp/wp_worktheflow_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-10140,exploits/unix/webapp/wp_ajax_load_more_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-10141,exploits/unix/http/xdebug_unauth_exec,exploits,Excellent,True,False,0.99,php
CVE-2015-1172,exploits/unix/webapp/wp_holding_pattern_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-1318,exploits/linux/local/apport_abrt_chroot_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2015-1376,exploits/unix/webapp/wp_pixabay_images_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-1427,exploits/multi/elasticsearch/search_groovy_script,exploits,Excellent,True,True,0.99,java
CVE-2015-1587,exploits/unix/webapp/maarch_letterbox_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-1830,exploits/windows/http/apache_activemq_traversal_upload,exploits,Excellent,True,False,0.99,win
CVE-2015-1862,exploits/linux/local/abrt_raceabrt_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2015-2208,exploits/multi/http/phpmoadmin_exec,exploits,Excellent,True,False,0.99,php
CVE-2015-2219,exploits/windows/local/lenovo_systemupdate,exploits,Excellent,True,False,0.99,win
CVE-2015-2284,exploits/windows/http/solarwinds_fsm_userlogin,exploits,Excellent,True,False,0.99,win
CVE-2015-2342,exploits/multi/misc/java_jmx_server,exploits,Excellent,True,False,0.99,java
CVE-2015-2843,exploits/linux/http/goautodial_3_rce_command_injection,exploits,Excellent,True,False,0.99,linux
CVE-2015-2845,exploits/linux/http/goautodial_3_rce_command_injection,exploits,Excellent,True,False,0.99,linux
CVE-2015-2857,exploits/linux/http/accellion_fta_getstatus_oauth,exploits,Excellent,True,False,0.99,unix
CVE-2015-2994,exploits/multi/http/sysaid_auth_file_upload,exploits,Excellent,True,False,0.99,linux
CVE-2015-2995,exploits/multi/http/sysaid_rdslogs_file_upload,exploits,Excellent,True,False,0.99,java
CVE-2015-3306,exploits/unix/ftp/proftpd_modcopy_exec,exploits,Excellent,True,False,0.99,unix
CVE-2015-3315,exploits/linux/local/abrt_raceabrt_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2015-3628,exploits/linux/http/f5_icall_cmd,exploits,Excellent,True,False,0.99,unix
CVE-2015-3884,exploits/multi/http/qdpm_authenticated_rce,exploits,Excellent,True,False,0.99,php
CVE-2015-3884,exploits/multi/http/qdpm_upload_exec,exploits,Excellent,True,False,0.99,php
CVE-2015-4133,exploits/unix/webapp/wp_reflexgallery_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-4624,exploits/linux/http/pineapple_bypass_cmdinject,exploits,Excellent,True,False,0.99,unix
CVE-2015-4624,exploits/linux/http/pineapple_preconfig_cmdinject,exploits,Excellent,True,False,0.99,unix
CVE-2015-4852,exploits/multi/misc/weblogic_deserialize_rawobject,exploits,Excellent,True,False,0.99,unix
CVE-2015-5287,exploits/linux/local/abrt_sosreport_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2015-5371,exploits/multi/http/solarwinds_store_manager_auth_filter,exploits,Excellent,True,False,0.99,
CVE-2015-5453,exploits/freebsd/http/watchguard_cmd_exec,exploits,Excellent,True,False,0.99,bsd
CVE-2015-5603,exploits/multi/http/jira_hipchat_template,exploits,Excellent,True,False,0.99,java
CVE-2015-5958,exploits/multi/http/phpfilemanager_rce,exploits,Excellent,True,False,0.99,unix
CVE-2015-6000,exploits/multi/http/vtiger_logo_upload_exec,exploits,Excellent,True,False,0.99,php
CVE-2015-6835,exploits/multi/http/joomla_http_header_rce,exploits,Excellent,True,False,0.99,php
CVE-2015-6922,exploits/windows/http/kaseya_uploader,exploits,Excellent,True,False,0.99,win
CVE-2015-6967,exploits/multi/http/nibbleblog_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-7297,exploits/unix/webapp/joomla_contenthistory_sqli_rce,exploits,Excellent,True,False,0.99,php
CVE-2015-7309,exploits/multi/http/bolt_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2015-7808,exploits/multi/http/vbulletin_unserialize,exploits,Excellent,True,False,0.99,php
CVE-2015-7857,exploits/unix/webapp/joomla_contenthistory_sqli_rce,exploits,Excellent,True,False,0.99,php
CVE-2015-7858,exploits/unix/webapp/joomla_contenthistory_sqli_rce,exploits,Excellent,True,False,0.99,php
CVE-2015-8103,exploits/linux/misc/jenkins_java_deserialize,exploits,Excellent,True,False,0.99,java
CVE-2015-8249,exploits/windows/http/manageengine_connectionid_write,exploits,Excellent,True,False,0.99,win
CVE-2015-8612,exploits/linux/local/blueman_set_dhcp_handler_dbus_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2016-0051,exploits/windows/local/ms16_016_webdav,exploits,Excellent,True,False,0.99,win
CVE-2016-0491,exploits/multi/http/oracle_ats_file_upload,exploits,Excellent,True,False,0.99,win
CVE-2016-0492,exploits/multi/http/oracle_ats_file_upload,exploits,Excellent,True,False,0.99,win
CVE-2016-0752,exploits/multi/http/rails_dynamic_render_code_exec,exploits,Excellent,True,False,0.99,"linux, bsd"
CVE-2016-0792,exploits/multi/http/jenkins_xstream_deserialize,exploits,Excellent,True,False,0.99,unix
CVE-2016-0854,exploits/windows/scada/advantech_webaccess_dashboard_file_upload,exploits,Excellent,True,False,0.99,win
CVE-2016-10108,exploits/linux/http/wd_mycloud_unauthenticated_cmd_injection,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2016-10174,exploits/linux/http/netgear_wnr2000_rce,exploits,Excellent,True,False,0.99,unix
CVE-2016-10225,exploits/multi/local/allwinner_backdoor,exploits,Excellent,True,False,0.99,"android, linux"
CVE-2016-10709,exploits/unix/http/pfsense_group_member_exec,exploits,Excellent,True,False,0.99,unix
CVE-2016-1209,exploits/multi/http/wp_ninja_forms_unauthenticated_file_upload,exploits,Excellent,True,False,0.99,php
CVE-2016-15043,exploits/unix/webapp/wp_mobile_detector_upload_execute,exploits,Excellent,True,False,0.99,php
CVE-2016-15044,exploits/linux/http/kaltura_unserialize_rce,exploits,Excellent,True,False,0.99,php
CVE-2016-15045,exploits/linux/local/lastore_daemon_dbus_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2016-1531,exploits/unix/local/exim_perl_startup,exploits,Excellent,True,False,0.99,unix
CVE-2016-1542,exploits/multi/misc/bmc_server_automation_rscd_nsh_rce,exploits,Excellent,True,False,0.99,win
CVE-2016-1543,exploits/multi/misc/bmc_server_automation_rscd_nsh_rce,exploits,Excellent,True,False,0.99,win
CVE-2016-1555,exploits/linux/http/netgear_unauth_exec,exploits,Excellent,True,False,0.99,linux
CVE-2016-1593,exploits/multi/http/novell_servicedesk_rce,exploits,Excellent,True,False,0.99,linux
CVE-2016-1713,exploits/multi/http/vtiger_logo_upload_exec,exploits,Excellent,True,False,0.99,php
CVE-2016-20016,exploits/linux/http/mvpower_dvr_shell_exec,exploits,Excellent,True,False,0.99,linux
CVE-2016-2056,exploits/unix/webapp/xymon_useradm_cmd_exec,exploits,Excellent,True,False,0.99,unix
CVE-2016-2555,exploits/linux/http/atutor_filemanager_traversal,exploits,Excellent,True,False,0.99,php
CVE-2016-2555,exploits/multi/http/atutor_sqli,exploits,Excellent,True,False,0.99,php
CVE-2016-3081,exploits/multi/http/struts_dmi_exec,exploits,Excellent,True,True,0.99,win
CVE-2016-3087,exploits/multi/http/struts_dmi_rest_exec,exploits,Excellent,True,False,0.99,win
CVE-2016-3088,exploits/multi/http/apache_activemq_upload_jsp,exploits,Excellent,False,True,0.99,java
CVE-2016-3714,exploits/unix/fileformat/imagemagick_delegate,exploits,Excellent,False,True,0.99,unix
CVE-2016-4010,exploits/multi/http/magento_unserialize,exploits,Excellent,True,False,0.99,php
CVE-2016-4437,exploits/multi/http/shiro_rememberme_v124_deserialize,exploits,Excellent,False,True,0.99,unix
CVE-2016-5674,exploits/linux/http/nuuo_nvrmini_unauth_rce,exploits,Excellent,True,False,0.99,unix
CVE-2016-5734,exploits/multi/http/phpmyadmin_null_termination_exec,exploits,Excellent,True,True,0.99,php
CVE-2016-582384,exploits/linux/http/netgear_r7000_cgibin_exec,exploits,Excellent,True,False,0.99,linux
CVE-2016-6267,exploits/linux/http/trendmicro_sps_exec,exploits,Excellent,True,False,0.99,linux
CVE-2016-6433,exploits/linux/http/cisco_firepower_useradd,exploits,Excellent,True,False,0.99,linux
CVE-2016-6563,exploits/linux/http/dlink_hnap_login_bof,exploits,Excellent,True,False,0.99,linux
CVE-2016-6600,exploits/multi/http/webnms_file_upload,exploits,Excellent,True,False,0.99,linux
CVE-2016-7547,exploits/multi/http/trendmicro_threat_discovery_admin_sys_time_cmdi,exploits,Excellent,True,False,0.99,linux
CVE-2016-7552,exploits/multi/http/trendmicro_threat_discovery_admin_sys_time_cmdi,exploits,Excellent,True,False,0.99,linux
CVE-2016-8581,exploits/linux/http/alienvault_sqli_exec,exploits,Excellent,True,False,0.99,unix
CVE-2016-8582,exploits/linux/http/alienvault_exec,exploits,Excellent,True,False,0.99,python
CVE-2016-9299,exploits/linux/misc/jenkins_ldap_deserialize,exploits,Excellent,True,False,0.99,"linux, unix"
CVE-2016-9722,exploits/linux/http/ibm_qradar_unauth_rce,exploits,Excellent,True,False,0.99,unix
CVE-2017-1000002,exploits/linux/http/atutor_filemanager_traversal,exploits,Excellent,True,False,0.99,php
CVE-2017-1000119,exploits/multi/http/october_upload_bypass_exec,exploits,Excellent,True,False,0.99,php
CVE-2017-1000353,exploits/linux/http/jenkins_cli_deserialization,exploits,Excellent,True,True,0.99,linux
CVE-2017-1000486,exploits/multi/http/primefaces_weak_encryption_rce,exploits,Excellent,True,False,0.99,"unix, bsd, linux, osx, win"
CVE-2017-10271,exploits/multi/http/oracle_weblogic_wsat_deserialization_rce,exploits,Excellent,True,True,0.99,win
CVE-2017-1092,exploits/multi/http/ibm_openadmin_tool_soap_welcomeserver_exec,exploits,Excellent,True,False,0.99,php
CVE-2017-11317,exploits/windows/http/telerik_rau_deserialization,exploits,Excellent,True,False,0.99,win
CVE-2017-11391,exploits/linux/http/trendmicro_imsva_widget_exec,exploits,Excellent,True,False,0.99,python
CVE-2017-11392,exploits/linux/http/trendmicro_imsva_widget_exec,exploits,Excellent,True,False,0.99,python
CVE-2017-11394,exploits/windows/http/trendmicro_officescan_widget_exec,exploits,Excellent,True,False,0.99,win
CVE-2017-11610,exploits/linux/http/supervisor_xmlrpc_exec,exploits,Excellent,True,True,0.99,linux
CVE-2017-12477,exploits/linux/misc/ueb9_bpserverd,exploits,Excellent,True,False,0.99,linux
CVE-2017-12478,exploits/linux/http/ueb_api_rce,exploits,Excellent,True,False,0.99,linux
CVE-2017-12557,exploits/windows/http/hp_imc_java_deserialize,exploits,Excellent,True,False,0.99,win
CVE-2017-12617,exploits/multi/http/tomcat_jsp_upload_bypass,exploits,Excellent,True,False,0.99,win
CVE-2017-12635,exploits/linux/http/apache_couchdb_cmd_exec,exploits,Excellent,True,True,0.99,linux
CVE-2017-12636,exploits/linux/http/apache_couchdb_cmd_exec,exploits,Excellent,True,True,0.99,linux
CVE-2017-13067,exploits/linux/misc/qnap_transcode_server,exploits,Excellent,True,False,0.99,linux
CVE-2017-13696,exploits/windows/http/disk_pulse_enterprise_get,exploits,Excellent,True,False,0.99,win
CVE-2017-14143,exploits/linux/http/kaltura_unserialize_cookie_rce,exploits,Excellent,True,False,0.99,php
CVE-2017-14706,exploits/linux/http/denyall_waf_exec,exploits,Excellent,True,False,0.99,python
CVE-2017-15889,exploits/linux/http/synology_dsm_smart_exec_auth,exploits,Excellent,True,False,0.99,python
CVE-2017-16666,exploits/linux/http/xplico_exec,exploits,Excellent,True,False,0.99,unix
CVE-2017-16709,exploits/linux/snmp/awind_snmp_exec,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2017-16894,exploits/unix/http/laravel_token_unserialize_exec,exploits,Excellent,True,False,0.99,unix
CVE-2017-17105,exploits/unix/http/zivif_ipcheck_exec,exploits,Excellent,True,False,0.99,unix
CVE-2017-17411,exploits/linux/http/linksys_wvbr0_user_agent_exec_noauth,exploits,Excellent,True,False,0.99,unix
CVE-2017-17560,exploits/linux/http/wd_mycloud_multiupload_upload,exploits,Excellent,True,False,0.99,php
CVE-2017-17562,exploits/linux/http/goahead_ldpreload,exploits,Excellent,True,True,0.99,linux
CVE-2017-18048,exploits/multi/http/monstra_fileupload_exec,exploits,Excellent,True,False,0.99,php
CVE-2017-18357,exploits/multi/http/shopware_createinstancefromnamedarguments_rce,exploits,Excellent,True,False,0.99,php
CVE-2017-18365,exploits/linux/http/github_enterprise_secret,exploits,Excellent,True,False,0.99,linux
CVE-2017-18368,exploits/linux/http/trueonline_p660hn_v1_rce,exploits,Excellent,True,False,0.99,unix
CVE-2017-18370,exploits/linux/http/trueonline_p660hn_v2_rce,exploits,Excellent,True,False,0.99,linux
CVE-2017-18371,exploits/linux/http/trueonline_p660hn_v2_rce,exploits,Excellent,True,False,0.99,linux
CVE-2017-20198,exploits/linux/http/dcos_marathon,exploits,Excellent,True,False,0.99,python
CVE-2017-3248,exploits/multi/misc/weblogic_deserialize_unicastref,exploits,Excellent,True,False,0.99,unix
CVE-2017-3622,exploits/solaris/local/extremeparr_dtappgather_priv_esc,exploits,Excellent,True,False,0.99,"solaris, unix"
CVE-2017-4915,exploits/linux/local/vmware_alsa_config,exploits,Excellent,True,False,0.99,linux
CVE-2017-5255,exploits/unix/http/epmp1000_get_chart_cmd_shell,exploits,Excellent,True,False,0.99,unix
CVE-2017-5255,exploits/unix/http/epmp1000_ping_cmd_shell,exploits,Excellent,True,False,0.99,unix
CVE-2017-5638,exploits/multi/http/struts2_content_type_ognl,exploits,Excellent,True,True,0.99,
CVE-2017-5816,exploits/windows/misc/hp_imc_dbman_restartdb_unauth_rce,exploits,Excellent,True,False,0.99,win
CVE-2017-5817,exploits/windows/misc/hp_imc_dbman_restoredbase_unauth_rce,exploits,Excellent,True,False,0.99,win
CVE-2017-6090,exploits/unix/webapp/phpcollab_upload_exec,exploits,Excellent,True,False,0.99,php
CVE-2017-6187,exploits/windows/http/disksavvy_get_bof,exploits,Excellent,True,False,0.99,win
CVE-2017-6334,exploits/linux/http/netgear_dnslookup_cmd_exec,exploits,Excellent,True,False,0.99,unix
CVE-2017-6516,exploits/multi/local/magnicomp_sysinfo_mcsiwrapper_priv_esc,exploits,Excellent,True,False,0.99,solaris
CVE-2017-6526,exploits/linux/http/dnalims_admin_exec,exploits,Excellent,True,False,0.99,
CVE-2017-7411,exploits/unix/webapp/tuleap_rest_unserialize_exec,exploits,Excellent,True,False,0.99,php
CVE-2017-7494,exploits/linux/samba/is_known_pipename,exploits,Excellent,True,True,0.99,linux
CVE-2017-7896,exploits/linux/http/trendmicro_imsva_widget_exec,exploits,Excellent,True,False,0.99,python
CVE-2017-8291,exploits/unix/fileformat/ghostscript_type_confusion,exploits,Excellent,False,True,0.99,unix
CVE-2017-8917,exploits/unix/webapp/joomla_comfields_sqli_rce,exploits,Excellent,True,True,0.99,php
CVE-2017-9080,exploits/multi/http/playsms_filename_exec,exploits,Excellent,True,False,0.99,php
CVE-2017-9101,exploits/multi/http/playsms_uploadcsv_exec,exploits,Excellent,True,False,0.99,php
CVE-2017-9232,exploits/linux/local/juju_run_agent_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2017-9757,exploits/linux/http/ipfire_oinkcode_exec,exploits,Excellent,True,False,0.99,unix
CVE-2017-9791,exploits/multi/http/struts2_code_exec_showcase,exploits,Excellent,True,False,0.99,
CVE-2017-9805,exploits/multi/http/struts2_rest_xstream,exploits,Excellent,True,False,0.99,"unix, python, linux, win"
CVE-2018-0706,exploits/linux/http/qnap_qcenter_change_passwd_exec,exploits,Excellent,True,False,0.99,linux
CVE-2018-0707,exploits/linux/http/qnap_qcenter_change_passwd_exec,exploits,Excellent,True,False,0.99,linux
CVE-2018-1000049,exploits/multi/misc/claymore_dual_miner_remote_manager_rce,exploits,Excellent,True,False,0.99,"win, linux"
CVE-2018-1000094,exploits/multi/http/cmsms_upload_rename_rce,exploits,Excellent,True,False,0.99,php
CVE-2018-1000408,exploits/multi/http/jenkins_metaprogramming,exploits,Excellent,True,False,0.99,"unix, java"
CVE-2018-1000533,exploits/multi/http/gitlist_arg_injection,exploits,Excellent,True,True,0.99,php
CVE-2018-10054,exploits/linux/http/h2_webinterface_rce,exploits,Excellent,True,True,0.99,unix
CVE-2018-10660,exploits/linux/http/axis_srv_parhand_rce,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2018-10661,exploits/linux/http/axis_srv_parhand_rce,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2018-10662,exploits/linux/http/axis_srv_parhand_rce,exploits,Excellent,True,False,0.99,"unix, linux"
CVE-2018-10900,exploits/linux/local/network_manager_vpnc_username_priv_esc,exploits,Excellent,True,False,0.99,linux
CVE-2018-11138,exploits/unix/http/quest_kace_systems_management_rce,exploits,Excellent,True,False,0.99,unix
CVE-2018-11479,exploits/windows/local/windscribe_windscribeservice_priv_esc,exploits,Excellent,True,False,0.99,win
CVE-2018-11770,exploits/linux/http/spark_unauth_rce,exploits,Excellent,True,False,0.99,java
CVE-2018-11776,exploits/multi/http/struts2_namespace_ognl,exploits,Excellent,True,True,0.99,
CVE-2018-12464,exploits/linux/http/microfocus_secure_messaging_gateway,exploits,Excellent,True,False,0.99,php
CVE-2018-12465,exploits/linux/http/microfocus_secure_messaging_gateway,exploits,Excellent,True,False,0.99,php
